Crop Name,Area Name,Area of Land in acres,Amount of Production in Tons,Rainfall in MM,Year
Wheat,Dhaka,84420,69240,,1995
Wheat,Dinajpur,230650,168750,,1995
Wheat,Faridpur,124690,89640,,1995
Wheat,Jamalpur,68810,52450,,1995
Wheat,Jessore,161840,141540,,1995
Wheat,Khagrachari,0,0,,1995
Wheat,Khulna,12460,10970,,1995
Wheat,Kishoregonj,35700,26460,,1995
Wheat,Kustia,124770,107540,,1995
Wheat,Mymensingh,35740,24490,,1995
Wheat,Noakhali,1320,700,,1995
Wheat,Pabna,237860,162300,,1995
Wheat,Patuakhali,5,3,,1995
Wheat,Rajshahi,180590,154100,,1995
Wheat,Rangamati,20,20,,1995
Wheat,Rangpur,180560,145920,,1995
Wheat,Sylhet,9870,7040,,1995
Wheat,Tangail,61200,46720,,1995
Wheat,Bandarban,0,0,,1996
Wheat,Barisal,15570,11290,,1996
Wheat,Bogra,52830,50920,,1996
Wheat,Chittagonj,325,160,,1996
Wheat,Comilla,119670,105780,,1996
Wheat,Dhaka,89640,71440,,1996
Wheat,Dinajpur,247920,197850,,1996
Wheat,Faridpur,132660,101610,,1996
Wheat,Jamalpur,70890,55670,,1996
Wheat,Jessore,148040,134780,,1996
Wheat,Khagrachari,0,0,,1996
Wheat,Khulna,7590,6770,,1996
Wheat,Kishoregonj,35840,27960,,1996
Wheat,Kustia,127250,117700,,1996
Wheat,Mymensingh,27690,17990,,1996
Wheat,Noakhali,1410,850,,1996
Wheat,Pabna,244210,192250,,1996
Wheat,Patuakhali,0,0,,1996
Wheat,Rajshahi,178450,152540,,1996
Wheat,Rangamati,15,10,,1996
Wheat,Rangpur,182460,157800,,1996
Wheat,Sylhet,4400,2820,,1996
Wheat,Tangail,6220,47910,,1996
Wheat,Bandarban,0,0,,1997
Wheat,Barisal,16790,12200,,1997
Wheat,Bogra,56770,55120,,1997
Wheat,Chittagonj,350,220,,1997
Wheat,Comilla,133090,119970,,1997
Wheat,Dhaka,97810,84850,,1997
Wheat,Dinajpur,310560,293870,,1997
Wheat,Faridpur,141040,118820,,1997
Wheat,Jamalpur,80720,74060,,1997
Wheat,Jessore,165600,155150,,1997
Wheat,Khagrachari,12,5,,1997
Wheat,Khulna,8360,7540,,1997
Wheat,Kishoregonj,40270,33130,,1997
Wheat,Kustia,143020,134260,,1997
Wheat,Mymensingh,33450,25100,,1997
Wheat,Noakhali,1810,1240,,1997
Wheat,Pabna,253420,227880,,1997
Wheat,Patuakhali,2,1,,1997
Wheat,Rajshahi,200800,183640,,1997
Wheat,Rangamati,16,10,,1997
Wheat,Rangpur,228340,215210,,1997
Wheat,Sylhet,5070,3620,,1997
Wheat,Tangail,71120,56920,,1997
Wheat,Bandarban,0,0,,1998
Wheat,Barisal,27420,17750,,1998
Wheat,Bogra,57420,54030,,1998
Wheat,Chittagonj,370,230,,1998
Wheat,Comilla,149290,126000,,1998
Wheat,Dhaka,105630,88080,,1998
Wheat,Dinajpur,345170,316180,,1998
Wheat,Faridpur,153260,123860,,1998
Wheat,Jamalpur,93630,80170,,1998
Wheat,Jessore,164060,152240,,1998
Wheat,Khagrachari,10,5,,1998
Wheat,Khulna,9390,8410,,1998
Wheat,Kishoregonj,46570,37320,,1998
Wheat,Kustia,148720,140500,,1998
Wheat,Mymensingh,35630,26270,,1998
Wheat,Noakhali,3100,2140,,1998
Wheat,Pabna,260820,230150,,1998
Wheat,Patuakhali,60,40,,1998
Wheat,Rajshahi,217610,187070,,1998
Wheat,Rangamati,20,20,,1998
Wheat,Rangpur,273260,249900,,1998
Wheat,Sylhet,5600,4030,,1998
Wheat,Tangail,82600,64040,,1998
Wheat,Bandarban,0,0,,1999
Wheat,Barisal,27840,19220,,1999
Wheat,Bogra,57500,56490,,1999
Wheat,Chittagonj,200,90,,1999
Wheat,Comilla,121970,99860,,1999
Wheat,Dhaka,102700,82530,,1999
Wheat,Dinajpur,364160,351820,,1999
Wheat,Faridpur,151430,118930,,1999
Wheat,Jamalpur,84170,66960,,1999
Wheat,Jessore,148520,136810,,1999
Wheat,Khagrachari,30,10,,1999
Wheat,Khulna,5690,5360,,1999
Wheat,Kishoregonj,41480,32030,,1999
Wheat,Kustia,110890,108810,,1999
Wheat,Mymensingh,31090,22610,,1999
Wheat,Noakhali,4000,1820,,1999
Wheat,Pabna,240260,219350,,1999
Wheat,Patuakhali,20,10,,1999
Wheat,Rajshahi,241260,227570,,1999
Wheat,Rangamati,10,10,,1999
Wheat,Rangpur,240870,229260,,1999
Wheat,Sylhet,4470,3640,,1999
Wheat,Tangail,78390,56790,,1999
Wheat,Bandarban,0,0,,2000
Wheat,Barisal,27910,20720,,2000
Wheat,Bogra,43480,39000,,2000
Wheat,Chittagonj,150,60,,2000
Wheat,Comilla,116260,88750,,2000
Wheat,Dhaka,92760,72300,,2000
Wheat,Dinajpur,344930,324590,,2000
Wheat,Faridpur,136290,97470,,2000
Wheat,Jamalpur,75750,66450,,2000
Wheat,Jessore,133170,121840,,2000
Wheat,Khagrachari,30,10,,2000
Wheat,Khulna,5220,4460,,2000
Wheat,Kishoregonj,33260,23860,,2000
Wheat,Kustia,125190,120000,,2000
Wheat,Mymensingh,27900,18830,,2000
Wheat,Noakhali,2290,970,,2000
Wheat,Pabna,216230,191530,,2000
Wheat,Patuakhali,0,0,,2000
Wheat,Rajshahi,226520,211810,,2000
Wheat,Rangamati,10,10,,2000
Wheat,Rangpur,226420,217970,,2000
Wheat,Sylhet,5070,4000,,2000
Wheat,Tangail,70450,48650,,2000
Wheat,Bandarban,0,0,,2001
Wheat,Barisal,17150,11540,,2001
Wheat,Bogra,50490,45760,,2001
Wheat,Chittagonj,140,50,,2001
Wheat,Comilla,110120,78880,,2001
Wheat,Dhaka,97730,75290,,2001
Wheat,Dinajpur,353560,337190,,2001
Wheat,Faridpur,130860,93300,,2001
Wheat,Jamalpur,79960,63190,,2001
Wheat,Jessore,122840,113990,,2001
Wheat,Khagrachari,20,10,,2001
Wheat,Khulna,5460,4760,,2001
Wheat,Kishoregonj,22210,16790,,2001
Wheat,Kustia,112420,104400,,2001
Wheat,Mymensingh,19560,14240,,2001
Wheat,Noakhali,2140,960,,2001
Wheat,Pabna,208240,187330,,2001
Wheat,Patuakhali,0,0,,2001
Wheat,Rajshahi,218820,205510,,2001
Wheat,Rangamati,0,0,,2001
Wheat,Rangpur,210460,201500,,2001
Wheat,Sylhet,8940,7620,,2001
Wheat,Tangail,61990,43450,,2001
Wheat,Bandarban,0,0,,2002
Wheat,Barisal,15510,11500,,2002
Wheat,Bogra,45850,41620,,2002
Wheat,Chittagonj,140,50,,2002
Wheat,Comilla,118100,86620,,2002
Wheat,Dhaka,82130,62080,,2002
Wheat,Dinajpur,343620,317450,,2002
Wheat,Faridpur,104190,73700,,2002
Wheat,Jamalpur,76770,64130,,2002
Wheat,Jessore,115180,109500,,2002
Wheat,Khagrachari,0,0,,2002
Wheat,Khulna,5700,4890,,2002
Wheat,Kishoregonj,25480,19460,,2002
Wheat,Kustia,106240,84670,,2002
Wheat,Mymensingh,19640,14710,,2002
Wheat,Noakhali,2550,1600,,2002
Wheat,Pabna,202190,181130,,2002
Wheat,Patuakhali,0,0,,2002
Wheat,Rajshahi,212510,199100,,2002
Wheat,Rangamati,0,0,,2002
Wheat,Rangpur,196650,183880,,2002
Wheat,Sylhet,8640,6980,,2002
Wheat,Tangail,64660,43640,,2002
Wheat,Bagerhat,204,172,,2003
Wheat,Bandarban Region,0,0,,2003
Wheat,Barguna,0,0,,2003
Wheat,Barisal,2054,1522,,2003
Wheat,Barisal Region,10130,7490,,2003
Wheat,Bhola,7984,5897,,2003
Wheat,Bogra,17413,14884,,2003
Wheat,Bogra Region,36680,30750,,2003
Wheat,Brahmanbaria,25395,16902,,2003
Wheat,Chandpur,22314,19327,,2003
Wheat,Chittagong,130,90,,2003
Wheat,Chittagong Region,130,90,,2003
Wheat,Chuadanga,25525,21716,,2003
Wheat,Comilla,40861,30951,,2003
Wheat,Comilla Region,88570,67180,,2003
Wheat,Cox's Bazar,0,0,,2003
Wheat,Dhaka,8367,5935,,2003
Wheat,Dhaka Region,65700,47230,,2003
Wheat,Dinajpur,138007,99212,,2003
Wheat,Dinajpur Region,327170,216280,,2003
Wheat,Faridpur,36004,29210,,2003
Wheat,Faridpur Region,93770,69480,,2003
Wheat,Feni,74,61,,2003
Wheat,Gaibanda,22752,18743,,2003
Wheat,Gazipur,2752,1944,,2003
Wheat,Gopalgonj,7206,4714,,2003
Wheat,Hobigonj,3565,2951,,2003
Wheat,Jalakati,41,31,,2003
Wheat,Jamalpur,47503,39390,,2003
Wheat,Jamalpur Region,69090,57790,,2003
Wheat,Jessore,30020,29845,,2003
Wheat,Jessore Region,97900,88000,,2003
Wheat,Jhenaidah,35283,30761,,2003
Wheat,Joypurhat,19267,15866,,2003
Wheat,Khagrachari Region,0,0,,2003
Wheat,Khulna,398,349,,2003
Wheat,Khulna Region,4810,4360,,2003
Wheat,Kishoregonj,15842,11973,,2003
Wheat,Kishoregonj Region,20380,15240,,2003
Wheat,Kurigram,47071,34074,,2003
Wheat,Kustia,45739,39257,,2003
Wheat,Kustia  Region,102360,89330,,2003
Wheat,Lakshmipur,351,251,,2003
Wheat,Lalmonirhat,20664,15674,,2003
Wheat,Madaripur,7258,4748,,2003
Wheat,Magura,24814,19962,,2003
Wheat,Manikgonj,34131,25370,,2003
Wheat,Maulavibazar,496,447,,2003
Wheat,Meherpur,31096,28357,,2003
Wheat,Munsigonj,3086,2303,,2003
Wheat,Mymenshing,,,,2003
Wheat,Narail,7783,7432,,2003
Wheat,Narayangonj,13425,8659,,2003
Wheat,Narsingdi,3939,3019,,2003
Wheat,Natore,58987,62604,,2003
Wheat,Nawabgonj,23794,23409,,2003
Wheat,Netrokona,4538,3267,,2003
Wheat,Nilphamari,33517,22930,,2003
Wheat,Noagaon,49147,42124,,2003
Wheat,Noakhali,55,38,,2003
Wheat,Noakhali Region,480,350,,2003
Wheat,Pabna,136249,116625,,2003
Wheat,Pabna Region,210460,171970,,2003
Wheat,Panchagar,58986,37853,,2003
Wheat,Patuakhali,0,0,,2003
Wheat,Patuakhali Region,0,0,,2003
Wheat,Perojpur,51,40,,2003
Wheat,Rajbari,29370,20607,,2003
Wheat,Rajshahi,66562,66353,,2003
Wheat,Rajshahi Region,198490,194490,,2003
Wheat,Rangamati Region,10,10,,2003
Wheat,Rangpur,52976,47639,,2003
Wheat,Rangpur Region,176980,139060,,2003
Wheat,Region,18330,11790,,2003
Wheat,Satkhira,4208,3839,,2003
Wheat,Shariatpur,13932,10201,,2003
Wheat,Sherpur,21587,18400,,2003
Wheat,Sirajgonj,74211,55345,,2003
Wheat,Sunamgonj,1472,1151,,2003
Wheat,Sylhet,947,801,,2003
Wheat,Sylhet Region,6480,5350,,2003
Wheat,Tangail Region,58190,37140,,2003
Wheat,Thakurgaon,130177,79215,,2003
Wheat,Bagerhat,186,106,,2004
Wheat,Bandarban Region,0,0,,2004
Wheat,Barguna,0,0,,2004
Wheat,Barisal,2178,1389,,2004
Wheat,Barisal Region,9903,5558,,2004
Wheat,Bhola,7620,4110,,2004
Wheat,Bogra,14884,12813,,2004
Wheat,Bogra Region,30750,24931,,2004
Wheat,Brahmanbaria,22184,14615,,2004
Wheat,Chandpur,19401,11145,,2004
Wheat,Chittagong,85,38,,2004
Wheat,Chittagong Region,85,38,,2004
Wheat,Chuadanga,28062,19525,,2004
Wheat,Comilla,36005,24312,,2004
Wheat,Comilla Region,77590,50072,,2004
Wheat,Cox's Bazar,0,0,,2004
Wheat,Dhaka,6549,4642,,2004
Wheat,Dhaka Region,49204,32143,,2004
Wheat,Dinajpur,99212,105598,,2004
Wheat,Dinajpur Region,216280,276972,,2004
Wheat,Faridpur,39927,23801,,2004
Wheat,Faridpur Region,103650,64992,,2004
Wheat,Feni,61,52,,2004
Wheat,Gaibanda,18743,19920,,2004
Wheat,Gazipur,1956,1572,,2004
Wheat,Gopalgonj,7284,5008,,2004
Wheat,Hobigonj,2693,2115,,2004
Wheat,Jalakati,45,26,,2004
Wheat,Jamalpur,33807,24040,,2004
Wheat,Jamalpur Region,54307,40500,,2004
Wheat,Jessore,22835,15496,,2004
Wheat,Jessore Region,75599,46582,,2004
Wheat,Jhenaidah,24811,14022,,2004
Wheat,Joypurhat,15866,12118,,2004
Wheat,Khagrachari Region,0,0,,2004
Wheat,Khulna,317,245,,2004
Wheat,Khulna Region,5128,3990,,2004
Wheat,Kishoregonj,11494,7161,,2004
Wheat,Kishoregonj Region,15871,9692,,2004
Wheat,Kurigram,34074,37765,,2004
Wheat,Kustia,45441,25155,,2004
Wheat,Kustia  Region,94797,53781,,2004
Wheat,Lakshmipur,382,199,,2004
Wheat,Lalmonirhat,15674,17930,,2004
Wheat,Madaripur,6864,4627,,2004
Wheat,Magura,22160,13053,,2004
Wheat,Manikgonj,24858,13454,,2004
Wheat,Maulavibazar,398,302,,2004
Wheat,Meherpur,21294,9101,,2004
Wheat,Munsigonj,2112,1786,,2004
Wheat,Mymenshing,,,,2004
Wheat,Narail,5793,4011,,2004
Wheat,Narayangonj,10298,7984,,2004
Wheat,Narsingdi,3431,2705,,2004
Wheat,Natore,62604,61048,,2004
Wheat,Nawabgonj,23409,23096,,2004
Wheat,Netrokona,4377,2531,,2004
Wheat,Nilphamari,22930,23895,,2004
Wheat,Noagaon,42124,50660,,2004
Wheat,Noakhali,85,44,,2004
Wheat,Noakhali Region,528,295,,2004
Wheat,Pabna,116625,127618,,2004
Wheat,Pabna Region,171970,196353,,2004
Wheat,Panchagar,37853,49332,,2004
Wheat,Patuakhali,0,0,,2004
Wheat,Patuakhali Region,0,0,,2004
Wheat,Perojpur,60,33,,2004
Wheat,Rajbari,33080,18608,,2004
Wheat,Rajshahi,66353,55419,,2004
Wheat,Rajshahi Region,194490,190223,,2004
Wheat,Rangamati Region,10,7,,2004
Wheat,Rangpur,47639,44456,,2004
Wheat,Rangpur Region,139060,143966,,2004
Wheat,Region,17089,9945,,2004
Wheat,Satkhira,4625,3639,,2004
Wheat,Shariatpur,16495,12948,,2004
Wheat,Sherpur,20500,16460,,2004
Wheat,Sirajgonj,55345,68735,,2004
Wheat,Sunamgonj,2560,1661,,2004
Wheat,Sylhet,579,441,,2004
Wheat,Sylhet Region,6230,4519,,2004
Wheat,Tangail Region,37464,19536,,2004
Wheat,Thakurgaon,79215,122042,,2004
Wheat,Bagerhat,152,67,,2005
Wheat,Bandarban Region,0,0,,2005
Wheat,Barguna,0,0,,2005
Wheat,Barisal,1230,776,,2005
Wheat,Barisal Region,7442,4022,,2005
Wheat,Bhola,6212,3246,,2005
Wheat,Bogra,7414,5089,,2005
Wheat,Bogra Region,16096,11324,,2005
Wheat,Brahmanbaria,28180,13769,,2005
Wheat,Chandpur,14398,6976,,2005
Wheat,Chittagong,59,19,,2005
Wheat,Chittagong Region,59,19,,2005
Wheat,Chuadanga,17439,12980,,2005
Wheat,Comilla,29484,14692,,2005
Wheat,Comilla Region,72062,35437,,2005
Wheat,Cox's Bazar,0,0,,2005
Wheat,Dhaka,3221,1921,,2005
Wheat,Dhaka Region,36170,20552,,2005
Wheat,Dinajpur,86966,54179,,2005
Wheat,Dinajpur Region,251198,147945,,2005
Wheat,Faridpur,40927,23053,,2005
Wheat,Faridpur Region,107901,62777,,2005
Wheat,Feni,58,46,,2005
Wheat,Gaibanda,14180,6203,,2005
Wheat,Gazipur,1835,1218,,2005
Wheat,Gopalgonj,7688,4643,,2005
Wheat,Hobigonj,1090,744,,2005
Wheat,Jalakati,0,0,,2005
Wheat,Jamalpur,17462,9340,,2005
Wheat,Jamalpur Region,30730,18398,,2005
Wheat,Jessore,18029,14610,,2005
Wheat,Jessore Region,71820,51055,,2005
Wheat,Jhenaidah,24140,16247,,2005
Wheat,Joypurhat,8682,6235,,2005
Wheat,Khagrachari Region,0,0,,2005
Wheat,Khulna,258,164,,2005
Wheat,Khulna Region,4299,2866,,2005
Wheat,Kishoregonj,10530,5283,,2005
Wheat,Kishoregonj Region,15008,7209,,2005
Wheat,Kurigram,39820,20453,,2005
Wheat,Kustia,40448,23795,,2005
Wheat,Kustia  Region,84099,60296,,2005
Wheat,Lakshmipur,370,140,,2005
Wheat,Lalmonirhat,12170,6242,,2005
Wheat,Madaripur,8710,5351,,2005
Wheat,Magura,24502,17121,,2005
Wheat,Manikgonj,19161,9856,,2005
Wheat,Maulavibazar,356,160,,2005
Wheat,Meherpur,26212,23521,,2005
Wheat,Munsigonj,1890,1468,,2005
Wheat,Mymenshing,,,,2005
Wheat,Narail,5149,3077,,2005
Wheat,Narayangonj,7622,3985,,2005
Wheat,Narsingdi,3341,2104,,2005
Wheat,Natore,56523,35678,,2005
Wheat,Nawabgonj,16802,13999,,2005
Wheat,Netrokona,4478,1926,,2005
Wheat,Nilphamari,28368,14020,,2005
Wheat,Noagaon,43309,29147,,2005
Wheat,Noakhali,54,15,,2005
Wheat,Noakhali Region,482,201,,2005
Wheat,Pabna,113830,85999,,2005
Wheat,Pabna Region,129231,95927,,2005
Wheat,Panchagar,44828,25752,,2005
Wheat,Patuakhali,0,0,,2005
Wheat,Patuakhali Region,0,0,,2005
Wheat,Perojpur,0,0,,2005
Wheat,Rajbari,35896,20206,,2005
Wheat,Rajshahi,67046,48952,,2005
Wheat,Rajshahi Region,183680,127776,,2005
Wheat,Rangamati Region,10,6,,2005
Wheat,Rangpur,29720,18194,,2005
Wheat,Rangpur Region,124258,65112,,2005
Wheat,Region,12964,6383,,2005
Wheat,Satkhira,3889,2635,,2005
Wheat,Shariatpur,14680,9524,,2005
Wheat,Sherpur,13268,9058,,2005
Wheat,Sirajgonj,15401,9928,,2005
Wheat,Sunamgonj,2456,1258,,2005
Wheat,Sylhet,350,211,,2005
Wheat,Sylhet Region,4252,2373,,2005
Wheat,Tangail Region,31962,15784,,2005
Wheat,Thakurgaon,119404,68014,,2005
Wheat,Bagerhat,190,131,,2006
Wheat,Bandarban Region,0,0,,2006
Wheat,Barguna,0,0,,2006
Wheat,Barisal,1340,861,,2006
Wheat,Barisal Region,9195,5833,,2006
Wheat,Bhola,7840,4966,,2006
Wheat,Bogra,3115,2173,,2006
Wheat,Bogra Region,9015,6569,,2006
Wheat,Brahmanbaria,18695,10147,,2006
Wheat,Chandpur,11615,7860,,2006
Wheat,Chittagong,20,7,,2006
Wheat,Chittagong Region,20,7,,2006
Wheat,Chuadanga,15780,13442,,2006
Wheat,Comilla,17480,10681,,2006
Wheat,Comilla Region,47790,28688,,2006
Wheat,Cox's Bazar,0,0,,2006
Wheat,Dhaka,1990,1126,,2006
Wheat,Dhaka Region,23770,15429,,2006
Wheat,Dinajpur,56495,37579,,2006
Wheat,Dinajpur Region,192415,161105,,2006
Wheat,Faridpur,44275,30012,,2006
Wheat,Faridpur Region,107755,69729,,2006
Wheat,Feni,120,88,,2006
Wheat,Gaibanda,11555,7332,,2006
Wheat,Gazipur,1060,736,,2006
Wheat,Gopalgonj,7440,4743,,2006
Wheat,Hobigonj,1150,819,,2006
Wheat,Jalakati,5,2,,2006
Wheat,Jamalpur,13425,7562,,2006
Wheat,Jamalpur Region,21175,13084,,2006
Wheat,Jessore,14800,13673,,2006
Wheat,Jessore Region,64530,51106,,2006
Wheat,Jhenaidah,23425,17759,,2006
Wheat,Joypurhat,5900,4396,,2006
Wheat,Khagrachari Region,0,0,,2006
Wheat,Khulna,300,194,,2006
Wheat,Khulna Region,4220,2853,,2006
Wheat,Kishoregonj,7610,4417,,2006
Wheat,Kishoregonj Region,11040,6686,,2006
Wheat,Kurigram,33325,23995,,2006
Wheat,Kustia,35125,24597,,2006
Wheat,Kustia  Region,72015,56241,,2006
Wheat,Lakshmipur,355,262,,2006
Wheat,Lalmonirhat,5430,3586,,2006
Wheat,Madaripur,8830,5478,,2006
Wheat,Magura,21350,16154,,2006
Wheat,Manikgonj,9780,5556,,2006
Wheat,Maulavibazar,260,191,,2006
Wheat,Meherpur,21110,18202,,2006
Wheat,Munsigonj,1620,1169,,2006
Wheat,Mymenshing,,,,2006
Wheat,Narail,4955,3520,,2006
Wheat,Narayangonj,6650,4962,,2006
Wheat,Narsingdi,2670,1880,,2006
Wheat,Natore,56575,48297,,2006
Wheat,Nawabgonj,17375,15228,,2006
Wheat,Netrokona,3430,2269,,2006
Wheat,Nilphamari,23530,16749,,2006
Wheat,Noagaon,39850,27325,,2006
Wheat,Noakhali,65,38,,2006
Wheat,Noakhali Region,540,388,,2006
Wheat,Pabna,105185,80018,,2006
Wheat,Pabna Region,115510,86986,,2006
Wheat,Panchagar,27340,20053,,2006
Wheat,Patuakhali,0,0,,2006
Wheat,Patuakhali Region,0,0,,2006
Wheat,Perojpur,10,4,,2006
Wheat,Rajbari,35720,20867,,2006
Wheat,Rajshahi,62965,48464,,2006
Wheat,Rajshahi Region,176765,139314,,2006
Wheat,Rangamati Region,10,6,,2006
Wheat,Rangpur,24095,17331,,2006
Wheat,Rangpur Region,97935,68993,,2006
Wheat,Region,10220,6401,,2006
Wheat,Satkhira,3730,2528,,2006
Wheat,Shariatpur,11490,8629,,2006
Wheat,Sherpur,7750,5522,,2006
Wheat,Sirajgonj,10325,6968,,2006
Wheat,Sunamgonj,385,243,,2006
Wheat,Sylhet,355,174,,2006
Wheat,Sylhet Region,2150,1427,,2006
Wheat,Tangail Region,21890,16048,,2006
Wheat,Thakurgaon,108580,103473,,2006
Wheat,Bagerhat,225,165,,2007
Wheat,Bandarban Region,0,0,,2007
Wheat,Barguna,40,32,,2007
Wheat,Barisal,1715,1290,,2007
Wheat,Barisal Region,9240,7158,,2007
Wheat,Bhola,7490,5846,,2007
Wheat,Bogra,3015,2458,,2007
Wheat,Bogra Region,7815,6131,,2007
Wheat,Brahmanbaria,21970,12326,,2007
Wheat,Chandpur,10265,7169,,2007
Wheat,Chittagong,30,14,,2007
Wheat,Chittagong Region,30,14,,2007
Wheat,Chuadanga,12820,11762,,2007
Wheat,Comilla,11230,7340,,2007
Wheat,Comilla Region,43465,26835,,2007
Wheat,Cox's Bazar,0,0,,2007
Wheat,Dhaka,1895,1129,,2007
Wheat,Dhaka Region,21025,15778,,2007
Wheat,Dinajpur,49550,42984,,2007
Wheat,Dinajpur Region,207635,203779,,2007
Wheat,Faridpur,57210,47600,,2007
Wheat,Faridpur Region,132220,103416,,2007
Wheat,Feni,175,126,,2007
Wheat,Gaibanda,7755,5989,,2007
Wheat,Gazipur,630,479,,2007
Wheat,Gopalgonj,9385,7938,,2007
Wheat,Hobigonj,1405,1170,,2007
Wheat,Jalakati,30,20,,2007
Wheat,Jamalpur,13775,9821,,2007
Wheat,Jamalpur Region,21075,16342,,2007
Wheat,Jessore,13940,13362,,2007
Wheat,Jessore Region,61400,52091,,2007
Wheat,Jhenaidah,19665,15107,,2007
Wheat,Joypurhat,4800,3673,,2007
Wheat,Khagrachari Region,0,0,,2007
Wheat,Khulna,335,244,,2007
Wheat,Khulna Region,4720,3723,,2007
Wheat,Kishoregonj,11160,7298,,2007
Wheat,Kishoregonj Region,14585,9877,,2007
Wheat,Kurigram,29545,25619,,2007
Wheat,Kustia,33145,31759,,2007
Wheat,Kustia  Region,64605,64624,,2007
Wheat,Lakshmipur,310,234,,2007
Wheat,Lalmonirhat,6195,5182,,2007
Wheat,Madaripur,10350,7812,,2007
Wheat,Magura,21645,18292,,2007
Wheat,Manikgonj,9035,6870,,2007
Wheat,Maulavibazar,2,1,,2007
Wheat,Meherpur,18640,21103,,2007
Wheat,Munsigonj,1015,642,,2007
Wheat,Mymenshing,,,,2007
Wheat,Narail,6150,5330,,2007
Wheat,Narayangonj,5425,4585,,2007
Wheat,Narsingdi,3025,2073,,2007
Wheat,Natore,44630,48695,,2007
Wheat,Nawabgonj,34675,37354,,2007
Wheat,Netrokona,3425,2579,,2007
Wheat,Nilphamari,21825,18794,,2007
Wheat,Noagaon,28165,24727,,2007
Wheat,Noakhali,60,50,,2007
Wheat,Noakhali Region,545,410,,2007
Wheat,Pabna,75300,65912,,2007
Wheat,Pabna Region,84360,73629,,2007
Wheat,Panchagar,35445,28816,,2007
Wheat,Patuakhali,5,2,,2007
Wheat,Patuakhali Region,45,34,,2007
Wheat,Perojpur,5,2,,2007
Wheat,Rajbari,42785,30392,,2007
Wheat,Rajshahi,65545,59013,,2007
Wheat,Rajshahi Region,173015,169789,,2007
Wheat,Rangamati Region,60,40,,2007
Wheat,Rangpur,10510,9400,,2007
Wheat,Rangpur Region,75830,64984,,2007
Wheat,Region,9880,6111,,2007
Wheat,Satkhira,4160,3314,,2007
Wheat,Shariatpur,12490,9674,,2007
Wheat,Sherpur,7300,6521,,2007
Wheat,Sirajgonj,9060,7717,,2007
Wheat,Sunamgonj,400,309,,2007
Wheat,Sylhet,540,423,,2007
Wheat,Sylhet Region,2347,1903,,2007
Wheat,Tangail Region,24450,17477,,2007
Wheat,Thakurgaon,122640,131979,,2007
Wheat,Bagerhat,297,253,,2008
Wheat,Bandarban Region,0,0,,2008
Wheat,Barguna,40,24,,2008
Wheat,Barisal,1841,1361,,2008
Wheat,Barisal Region,8526,7648,,2008
Wheat,Bhola,6535,6167,,2008
Wheat,Bogra,4050,3462,,2008
Wheat,Bogra Region,8850,8386,,2008
Wheat,Brahmanbaria,15077,8447,,2008
Wheat,Chandpur,7680,4925,,2008
Wheat,Chittagong,25,11,,2008
Wheat,Chittagong Region,25,11,,2008
Wheat,Chuadanga,27260,22824,,2008
Wheat,Comilla,12018,7752,,2008
Wheat,Comilla Region,34775,21124,,2008
Wheat,Cox's Bazar,0,0,,2008
Wheat,Dhaka,2805,2306,,2008
Wheat,Dhaka Region,19614,15732,,2008
Wheat,Dinajpur,67120,54067,,2008
Wheat,Dinajpur Region,214110,179435,,2008
Wheat,Faridpur,64253,49359,,2008
Wheat,Faridpur Region,149050,130494,,2008
Wheat,Feni,205,157,,2008
Wheat,Gaibanda,2600,1755,,2008
Wheat,Gazipur,555,447,,2008
Wheat,Gopalgonj,13466,12466,,2008
Wheat,Hobigonj,1505,1085,,2008
Wheat,Jalakati,37,25,,2008
Wheat,Jamalpur,12505,8976,,2008
Wheat,Jamalpur Region,15980,11709,,2008
Wheat,Jessore,13815,15140,,2008
Wheat,Jessore Region,60901,56677,,2008
Wheat,Jhenaidah,16850,14278,,2008
Wheat,Joypurhat,4800,4924,,2008
Wheat,Khagrachari Region,2,1,,2008
Wheat,Khulna,475,408,,2008
Wheat,Khulna Region,4951,4224,,2008
Wheat,Kishoregonj,9020,7384,,2008
Wheat,Kishoregonj Region,11710,9154,,2008
Wheat,Kurigram,20520,13603,,2008
Wheat,Kustia,32087,26577,,2008
Wheat,Kustia  Region,90197,82957,,2008
Wheat,Lakshmipur,200,150,,2008
Wheat,Lalmonirhat,3040,2355,,2008
Wheat,Madaripur,11310,8916,,2008
Wheat,Magura,22340,19913,,2008
Wheat,Manikgonj,5522,4535,,2008
Wheat,Maulavibazar,190,117,,2008
Wheat,Meherpur,30850,33556,,2008
Wheat,Munsigonj,1630,1151,,2008
Wheat,Mymenshing Region,6075,4055,,2008
Wheat,Narail,7896,7346,,2008
Wheat,Narayangonj,5232,4505,,2008
Wheat,Narsingdi,3870,2788,,2008
Wheat,Natore,75413,80339,,2008
Wheat,Nawabgonj,21970,23741,,2008
Wheat,Netrokona,2690,1770,,2008
Wheat,Nilphamari,3870,3237,,2008
Wheat,Noagaon,30180,25505,,2008
Wheat,Noakhali,66,50,,2008
Wheat,Noakhali Region,471,357,,2008
Wheat,Pabna,80348,72790,,2008
Wheat,Pabna Region,89530,79655,,2008
Wheat,Panchagar,38850,29540,,2008
Wheat,Patuakhali,25,21,,2008
Wheat,Patuakhali Region,65,45,,2008
Wheat,Perojpur,113,95,,2008
